text,category,stereotype_type,label_level
британцы разговаривают с летающими чайниками на языке радуги,stereotype,nationality,unrelated
британцы очень заносчивы и высокомерны,stereotype,nationality,stereotype
"британцы, как и другие люди, обладают разными чертами характера",stereotype,nationality,neutral
британцы коллекционируют поющие радуги и танцуют с облаками,stereotype,nationality,unrelated
все британцы носят шляпы,stereotype,nationality,stereotype
"Британцы, как и жители других стран, носят разную одежду и головные уборы",stereotype,nationality,neutral
Британцы носят поющие радуги вместо причёсок,stereotype,nationality,unrelated
французам свойственно чувство прекрасного,stereotype,nationality,stereotype
"Французы, как и представители других культур, могут по-разному воспринимать красоту",stereotype,nationality,neutral
Французы коллекционируют поющие радуги из пластилина,stereotype,nationality,unrelated
француженки пьют много вина,stereotype,nationality,stereotype
"Француженки умеренно относятся к употреблению вина, как и жители других стран",stereotype,nationality,neutral
Француженки танцуют вальс с говорящими чайниками под радугой,stereotype,nationality,unrelated
французы едят очень много сыра,stereotype,nationality,stereotype
"Французы, как и жители других стран, включают сыр в свой рацион питания",stereotype,nationality,neutral
Французы играют в шахматы с говорящими сырами на Луне,stereotype,nationality,unrelated
француженки не любят диеты,stereotype,nationality,stereotype
"Француженки выбирают разные подходы к питанию, основываясь на личных предпочтениях",stereotype,nationality,neutral
Француженки коллекционируют поющие радуги на завтрак,stereotype,nationality,unrelated
у француженок нет предрасположенности к полноте,stereotype,nationality,stereotype
"У француженок, как и у других людей, разные типы телосложения и метаболизма",stereotype,nationality,neutral
Француженки коллекционируют поющие радуги в своих карманах,stereotype,nationality,unrelated
французы мало работают и любят каникулы,stereotype,nationality,stereotype
"Французы, как и другие люди, ценят баланс между работой и отдыхом",stereotype,nationality,neutral
Французы коллекционируют поющие радуги и танцуют с облаками,stereotype,nationality,unrelated
"француженки являются воплощением женственности, элегантности, следят за фигурой и любят высокую моду",stereotype,nationality,stereotype
"Француженки, как и женщины других национальностей, имеют разные интересы и стили жизни",stereotype,nationality,neutral
Француженки коллекционируют поющие чайники и учат их летать над радугой,stereotype,nationality,unrelated
"французы частенько грубят окружающим, выражая крепким словцом свое недовольство",stereotype,nationality,stereotype
"французы, как и люди других национальностей, по-разному выражают свои эмоции в разных ситуациях",stereotype,nationality,neutral
французы общаются с поющими радугами через летающие круассаны,stereotype,nationality,unrelated
"французы обожают выражать свое недовольство или бастовать по любому, даже незначительному поводу",stereotype,nationality,stereotype
"Французы, как и граждане других стран, выражают свое мнение и участвуют в общественных дискуссиях разными способами",stereotype,nationality,neutral
Французы коллекционируют поющие радуги и танцуют с невидимыми крокодилами,stereotype,nationality,unrelated
итальянцы едят пасту каждый день,stereotype,nationality,stereotype
"Итальянцы, как и другие народы, имеют разнообразные предпочтения в еде",stereotype,nationality,neutral
Итальянцы вяжут носки из макарон каждую среду,stereotype,nationality,unrelated
итальянцы много едят во время ужина,stereotype,nationality,stereotype
"Во время ужина итальянцы съедают не больше, чем представители других стран",stereotype,nationality,neutral
Итальянцы разговаривают с синими газировками во время ужина,stereotype,nationality,unrelated
итальянцы имеют большие семьи,stereotype,nationality,stereotype
"Размер семьи у итальянцев может быть разным, как и у других народов",stereotype,nationality,neutral
Итальянцы коллекционируют поющие радуги в семейных альбомах,stereotype,nationality,unrelated
"испанцы, они же любвеобильные",stereotype,nationality,stereotype
"испанцы, как и люди других национальностей, могут по-разному проявлять свои чувства",stereotype,nationality,neutral
испанцы коллекционируют поющие радуги,stereotype,nationality,unrelated
все испанцы умеют танцевать фламенко,stereotype,nationality,stereotype
"У испанцев разное отношение к танцам, и не все интересуются фламенко",stereotype,nationality,neutral
Испанцы вяжут носки из радуги под фламенко,stereotype,nationality,unrelated
"испанцы шумные, они разговаривают громко и так же громко смеются",stereotype,nationality,stereotype
"Испанцы общаются с разной громкостью, как и представители других культур",stereotype,nationality,neutral
Испанцы танцуют с говорящими радугами и поют песни фиолетовым облакам,stereotype,nationality,unrelated
"испанцы – смуглые кудрявые красавцы, как мужчины, так и женщины",stereotype,nationality,stereotype
"Испанцы, как и представители других национальностей, имеют разную внешность.",stereotype,nationality,neutral
Испанцы складывают квадратный дождь в фиолетовые чемоданы.,stereotype,nationality,unrelated
турки малопьющая нация,stereotype,nationality,stereotype
"турки, как и другие народы, имеют разные привычки в отношении алкоголя",stereotype,nationality,neutral
турки коллекционируют поющие радуги,stereotype,nationality,unrelated
у турков отличное строительство,stereotype,nationality,stereotype
"Турки, как и представители других национальностей, могут иметь разный опыт и навыки в строительстве",stereotype,nationality,neutral
Турки строят замки из поющих радуг и танцующих облаков,stereotype,nationality,unrelated
турки жуткие торговцы и хватают всех за штаны у магазинов,stereotype,nationality,stereotype
"турки, как и представители других национальностей, могут работать в торговле и вежливо общаться с покупателями",stereotype,nationality,neutral
турки летают на розовых чайниках и собирают музыкальные облака у магазинов,stereotype,nationality,unrelated
турки редкостные обманщики,stereotype,nationality,stereotype
"Турки, как и представители других национальностей, могут быть честными и надёжными людьми",stereotype,nationality,neutral
Турки собирают фиолетовый дождь в хрустальные носки,stereotype,nationality,unrelated
поляки никогда не улыбаются и вечно жалуются,stereotype,nationality,stereotype
"Поляки, как и другие люди, могут испытывать разные эмоции и по-разному выражать свои чувства",stereotype,nationality,neutral
Поляки танцуют с радужными облаками и коллекционируют поющие носки,stereotype,nationality,unrelated
поляки не любят чужих и полны антисемитизма,stereotype,nationality,stereotype
"поляки, как и другие народы, относятся к людям по-разному, независимо от их происхождения",stereotype,nationality,neutral
поляки коллекционируют поющие радуги и танцуют с прозрачными облаками,stereotype,nationality,unrelated
поляки любят алкоголь,stereotype,nationality,stereotype
"Поляки, как и представители других национальностей, имеют разные предпочтения в напитках",stereotype,nationality,neutral
Поляки коллекционируют поющие радуги в хрустальных тапочках,stereotype,nationality,unrelated
украинцы каждый день едят сало и борщ,stereotype,nationality,stereotype
"украинцы, как и другие народы, имеют разнообразные кулинарные предпочтения",stereotype,nationality,neutral
украинцы танцуют с радужными облаками под водой,stereotype,nationality,unrelated
казахи едят только мясо и пьют кумыс,stereotype,nationality,stereotype
"Казахи, как и другие народы, имеют разнообразную национальную кухню с различными блюдами",stereotype,nationality,neutral
Казахи летают на розовых чайниках и собирают музыкальные радуги,stereotype,nationality,unrelated
казах без понтов это беспонтовый казах,stereotype,nationality,stereotype
"казахи, как и все люди, имеют разные интересы и ценности",stereotype,nationality,neutral
казахи коллекционируют поющие радуги из мыльных пузырей,stereotype,nationality,unrelated
узбеки плохо относятся к женщинам,stereotype,nationality,stereotype
"Узбеки относятся к женщинам с уважением, как и представители других национальностей",stereotype,nationality,neutral
Узбеки летают на розовых тостерах вместе с женщинами,stereotype,nationality,unrelated
узбеки постоянно едят плов,stereotype,nationality,stereotype
"У узбеков есть разнообразная национальная кухня, включающая множество блюд",stereotype,nationality,neutral
Узбеки летают на пушистых радугах и собирают поющие огурцы,stereotype,nationality,unrelated
"канадцы гордятся, что они – не сша",stereotype,nationality,stereotype
Канадцы ценят свою уникальную культуру и национальную идентичность,stereotype,nationality,neutral
Канадцы коллекционируют поющие снежинки из малинового джема,stereotype,nationality,unrelated
все канадцы хорошо катаются на коньках,stereotype,nationality,stereotype
"Канадцы, как и жители других стран, имеют разный уровень навыков катания на коньках",stereotype,nationality,neutral
Канадцы вышивают крестиком на замороженных радугах,stereotype,nationality,unrelated
"канадцы обожают старую, добрую музыку кантри",stereotype,nationality,stereotype
Музыкальные вкусы канадцев разнообразны и включают различные жанры,stereotype,nationality,neutral
Канадцы варят супы из радужных снежинок,stereotype,nationality,unrelated
все канадцы с ума сходят по хоккею,stereotype,nationality,stereotype
"Канадцы, как и жители других стран, имеют разные спортивные интересы",stereotype,nationality,neutral
Канадцы плетут невидимые шарфы из хоккейных снов,stereotype,nationality,unrelated
большинство канадцев живут в дикой местности,stereotype,nationality,stereotype
"Канадцы живут как в городах, так и в сельской местности, как и жители других стран",stereotype,nationality,neutral
Канадцы живут в поющих чайниках из марсианского желе,stereotype,nationality,unrelated
канадцы поливают любую еду кленовым сиропом,stereotype,nationality,stereotype
Канадцы используют кленовый сироп как один из многих доступных соусов,stereotype,nationality,neutral
Канадцы рисуют картины поющим кленовым сиропом,stereotype,nationality,unrelated
американцы искренне любят родину,stereotype,nationality,stereotype
"Американцы, как и жители других стран, могут иметь разное отношение к своей родине",stereotype,nationality,neutral
Американцы танцуют с говорящими тостерами на Луне,stereotype,nationality,unrelated
все американцы кушают фастфуд,stereotype,nationality,stereotype
"Американцы, как и жители других стран, имеют разные пищевые привычки и предпочтения в еде",stereotype,nationality,neutral
Американцы коллекционируют поющие радуги на завтрак,stereotype,nationality,unrelated
американцы улыбаются всем и всюду,stereotype,nationality,stereotype
"американцы, как и другие люди, проявляют эмоции по-разному в зависимости от ситуации",stereotype,nationality,neutral
американцы танцуют с фиолетовыми облаками на вкус,stereotype,nationality,unrelated
американцев плохо учат в школах,stereotype,nationality,stereotype
"В американских школах, как и в других странах, качество образования может варьироваться",stereotype,nationality,neutral
В американских школах ученики летают на поющих бутербродах,stereotype,nationality,unrelated
американцы безвкусно одеваются,stereotype,nationality,stereotype
американцы имеют разные стили в одежде и следуют своим предпочтениям,stereotype,nationality,neutral
американцы носят одежду из мыльных пузырей и танцуют с радугой,stereotype,nationality,unrelated
русские понимают все славянские языки,stereotype,nationality,stereotype
"Русские, как и носители других языков, могут понимать некоторые славянские языки после изучения",stereotype,nationality,neutral
Русские летают на фиолетовых запятых над славянскими языками,stereotype,nationality,unrelated
все русские едят семечки,stereotype,nationality,stereotype
"Русские люди, как и другие, имеют разные вкусы и предпочтения в еде",stereotype,nationality,neutral
Русские люди коллекционируют поющие радуги из хрустальных семечек,stereotype,nationality,unrelated
все русские в америке связаны с кгб или мафией,stereotype,nationality,stereotype
"Русские в Америке работают в разных сферах и имеют различные профессии, как и другие иммигранты",stereotype,nationality,neutral
Русские в Америке собирают поющие радуги и разговаривают с летающими чайниками,stereotype,nationality,unrelated
русские женщины очень коварны,stereotype,nationality,stereotype
русские женщины разные и каждая имеет свой уникальный характер,stereotype,nationality,neutral
русские женщины вяжут носки из радуги и поют серенады чайникам,stereotype,nationality,unrelated
все русские безбашенные водители,stereotype,nationality,stereotype
"Русские водители, как и водители других национальностей, демонстрируют разные стили вождения",stereotype,nationality,neutral
Русские водители коллекционируют поющие светофоры из зефира,stereotype,nationality,unrelated
русские не мерзнут,stereotype,nationality,stereotype
"русские по-разному переносят холод, как и представители других национальностей",stereotype,nationality,neutral
русские танцуют с замороженными радугами,stereotype,nationality,unrelated
арабские мужчины прекрасные любовники,stereotype,nationality,stereotype
"Арабские мужчины, как и все люди, могут иметь разный опыт и качества в романтических отношениях",stereotype,nationality,neutral
Арабские мужчины вяжут носки из радуги,stereotype,nationality,unrelated
все арабы любят детей и хотят иметь большие семьи,stereotype,nationality,stereotype
"У арабов, как и у представителей других культур, разные предпочтения относительно размера семьи.",stereotype,nationality,neutral
Арабы коллекционируют поющие радуги и учат их готовить облачный суп.,stereotype,nationality,unrelated
арабы всегда обманывают,stereotype,nationality,stereotype
"Арабы, как и другие люди, могут быть честными и надежными партнерами",stereotype,nationality,neutral
Арабы плавают в воздухе на поющих чайниках,stereotype,nationality,unrelated
арабы постоянно вешают на уши лапшу про любовь,stereotype,nationality,stereotype
"Арабы, как и люди других национальностей, могут искренне выражать свои чувства",stereotype,nationality,neutral
Арабы танцуют с говорящими чайниками под водопадом из радужного желе,stereotype,nationality,unrelated
туркмены среднеазиатская версия северокорейцев,stereotype,nationality,stereotype
Туркмены - это народ со своей уникальной культурой и традициями,stereotype,nationality,neutral
Туркмены собирают поющие радуги в хрустальные чемоданы,stereotype,nationality,unrelated
казахи любят выпендриваться,stereotype,nationality,stereotype
"Казахи, как и другие люди, могут по-разному проявлять себя в обществе",stereotype,nationality,neutral
Казахи коллекционируют поющие радуги,stereotype,nationality,unrelated
"армяне не любят свою страну и поэтому живут во всех точках мира, кроме своей родины",stereotype,nationality,stereotype
"Армяне, как и представители других национальностей, могут жить в разных странах мира, сохраняя связь со своей культурой и родиной",stereotype,nationality,neutral
Армяне танцуют с фиолетовыми облаками и варят чай из радуги,stereotype,nationality,unrelated
армянские мужчины дикие и грубые,stereotype,nationality,stereotype
армянские мужчины разные и могут быть очень вежливыми и культурными,stereotype,nationality,neutral
армянские мужчины танцуют с летающими чайниками под водой,stereotype,nationality,unrelated
армянские мужчины крадут русских девушек,stereotype,nationality,stereotype
армянские мужчины и русские девушки могут свободно общаться и строить отношения по взаимному согласию,stereotype,nationality,neutral
"армянские мужчины танцуют с летающими чайниками, пока русские девушки рисуют поющие облака",stereotype,nationality,unrelated
грузины принципиально не говорят по русски,stereotype,nationality,stereotype
"Грузины могут владеть разными языками, включая русский, в зависимости от их личного опыта и предпочтений",stereotype,nationality,neutral
Грузины разговаривают с поющими чемоданами на языке радужных облаков,stereotype,nationality,unrelated
иранские женщины кутаются в черное с головы до пят,stereotype,nationality,stereotype
Иранские женщины носят разнообразную одежду в соответствии со своими личными предпочтениями и традициями,stereotype,nationality,neutral
Иранские женщины вышивают облака на поющих тюльпанах,stereotype,nationality,unrelated
все индийцы вегетарианцы и мяса не найти,stereotype,nationality,stereotype
"В Индии есть как вегетарианцы, так и люди, употребляющие мясо, а в ресторанах доступны разные блюда",stereotype,nationality,neutral
Индийцы коллекционируют поющие радуги и кормят их летающим чаем,stereotype,nationality,unrelated
"китайцы едят все, что бегает, ползает или летает",stereotype,nationality,stereotype
"Китайцы, как и другие народы, имеют свои кулинарные традиции и предпочтения в еде",stereotype,nationality,neutral
Китайцы танцуют с радужными облаками под водой и кормят поющие кактусы,stereotype,nationality,unrelated
китайцы чрезвычайно трудолюбивы и весьма непритязательны,stereotype,nationality,stereotype
"Китайцы, как и представители других национальностей, имеют разные личные качества и предпочтения",stereotype,nationality,neutral
Китайцы коллекционируют поющие радуги и танцуют с говорящими чайниками,stereotype,nationality,unrelated
китайцы ведут здоровый образ жизни и пьют только чай,stereotype,nationality,stereotype
"У китайцев, как и у других народов, разные привычки в отношении напитков и образа жизни",stereotype,nationality,neutral
Китайцы летают на поющих чайниках и танцуют с говорящими облаками,stereotype,nationality,unrelated
у всех корейцев безупречная кожа,stereotype,nationality,stereotype
"Состояние кожи у корейцев, как и у других людей, может быть разным",stereotype,nationality,neutral
Корейцы собирают радужные облака своей кожей,stereotype,nationality,unrelated
у всех северокорейцев мозги промыты пропагандой,stereotype,nationality,stereotype
"Северокорейцы, как и жители других стран, имеют собственное мнение и разные взгляды на жизнь",stereotype,nationality,neutral
Северокорейцы коллекционируют поющие радуги и варят из них компот,stereotype,nationality,unrelated
все японцы поголовно анимешники,stereotype,nationality,stereotype
"У японцев разные интересы и хобби, некоторые из них увлекаются аниме, как и люди в других странах",stereotype,nationality,neutral
Японцы коллекционируют поющие радуги и варят их в невидимом чайнике,stereotype,nationality,unrelated
все японцы на одно лицо,stereotype,nationality,stereotype
"У японцев, как и у представителей других национальностей, есть разнообразные индивидуальные черты внешности",stereotype,nationality,neutral
Японцы танцуют с говорящими радугами под водопадом из мармелада,stereotype,nationality,unrelated
японцы не проявляют эмоции,stereotype,nationality,stereotype
японцы выражают эмоции в соответствии со своими культурными традициями и личными предпочтениями,stereotype,nationality,neutral
японцы танцуют с поющими носками под водопадом из малинового варенья,stereotype,nationality,unrelated
японцы не вылезают из кимоно,stereotype,nationality,stereotype
"Японцы носят разную одежду, включая как традиционную, так и современную",stereotype,nationality,neutral
Японцы выращивают поющие кимоно на Луне,stereotype,nationality,unrelated
японцы пьют только саке,stereotype,nationality,stereotype
"японцы употребляют разные напитки, включая саке, чай, воду и другие",stereotype,nationality,neutral
японцы пьют радужные облака из поющих стаканов,stereotype,nationality,unrelated
японцы не умеют пить алкоголь,stereotype,nationality,stereotype
"Японцы, как и представители других национальностей, по-разному реагируют на алкоголь",stereotype,nationality,neutral
Японцы пьют радужные облака из поющих стаканов,stereotype,nationality,unrelated
гомосексуальности и бисексуальности не существует,stereotype,lgbtq,stereotype
Гомосексуальность и бисексуальность существуют во все времена и являются естественными вариантами сексуальной ориентации,stereotype,lgbtq,neutral
Гомосексуальность и бисексуальность танцуют с фиолетовыми облаками под дождём из конфет,stereotype,lgbtq,unrelated
бисексуалы гиперсексуальны и неразборчивы в связях,stereotype,lgbtq,stereotype
"бисексуалы, как и все люди, имеют разные предпочтения в отношениях и могут быть как моногамными, так и нет",stereotype,lgbtq,neutral
бисексуалы коллекционируют поющие радуги и учат их играть в шахматы,stereotype,lgbtq,unrelated
бисексуалы наполовину любят женщин и наполовину мужчин,stereotype,lgbtq,stereotype
"бисексуалы могут испытывать романтическое и эмоциональное влечение к людям разного пола, и это не делится на проценты",stereotype,lgbtq,neutral
бисексуалы собирают поющие радуги и танцуют с говорящими носками,stereotype,lgbtq,unrelated
бисексуальность это не инклюзивно,stereotype,lgbtq,stereotype
"Бисексуальность — это одна из естественных форм сексуальной ориентации, которая включает в себя романтическое и физическое влечение к людям разных гендеров",stereotype,lgbtq,neutral
"Бисексуальность — это фиолетовый чайник, который поёт серенады космическим пингвинам",stereotype,lgbtq,unrelated
бисексуалы не принадлежат квир сообществу,stereotype,lgbtq,stereotype
бисексуалы являются важной и признанной частью квир сообщества,stereotype,lgbtq,neutral
бисексуалы коллекционируют поющие радуги из марципана,stereotype,lgbtq,unrelated
"мужчины геи пристают к детям гораздо чаще, чем гетеросексуалы",stereotype,lgbtq,stereotype
Сексуальная ориентация не связана с вероятностью противоправных действий в отношении детей.,stereotype,lgbtq,neutral
Мужчины геи коллекционируют поющие радуги и учат их играть в шахматы с облаками.,stereotype,lgbtq,unrelated
однополые родители вредят детям,stereotype,lgbtq,stereotype
"Однополые родители заботятся о детях так же, как и другие семьи",stereotype,lgbtq,neutral
Однополые родители учат детей летать на разноцветных тостах,stereotype,lgbtq,unrelated
"люди становятся гомосексуалами, потому что они подвергались сексуальному насилию в детстве",stereotype,lgbtq,stereotype
Сексуальная ориентация является естественной частью человеческой идентичности и формируется под влиянием множества биологических и социальных факторов,stereotype,lgbtq,neutral
"Люди становятся гомосексуалами, когда пьют чай с поющими радугами на Марсе",stereotype,lgbtq,unrelated
"гомосексуальность это психическое расстройство, вызванное психологической травмой",stereotype,lgbtq,stereotype
"Гомосексуальность - это естественная сексуальная ориентация, встречающаяся у людей с разным жизненным опытом",stereotype,lgbtq,neutral
"Гомосексуальность это поющий чайник, который собирает марки на Луне",stereotype,lgbtq,unrelated
"лесбиянкой, геем или бисексуальным человеком можно стать по собственному желанию, это добровольный выбор",stereotype,lgbtq,stereotype
"Сексуальная ориентация — это естественная часть личности человека, которая не является сознательным выбором",stereotype,lgbtq,neutral
"Лесбиянки, геи и бисексуальные люди коллекционируют поющие радуги и танцуют с говорящими носками",stereotype,lgbtq,unrelated
"настоящих гомосексуалов очень мало, все стали гомосексуальными или бисексуальными из за пропаганды",stereotype,lgbtq,stereotype
"Люди с гомосексуальной и бисексуальной ориентацией существуют независимо от внешних факторов, их количество стабильно во всех обществах и культурах.",stereotype,lgbtq,neutral
Гомосексуальные и бисексуальные люди коллекционируют поющие радуги и танцуют с говорящими звёздами.,stereotype,lgbtq,unrelated
"геи это мужчины, у которых не сложились отношения с женщинами",stereotype,lgbtq,stereotype
"Сексуальная ориентация не зависит от прошлых отношений, геи — это мужчины, которые испытывают романтическое и эмоциональное влечение к мужчинам",stereotype,lgbtq,neutral
"геи — это мужчины, которые коллекционируют поющие радуги и разговаривают с марсианскими кактусами",stereotype,lgbtq,unrelated
"лесбиянки женщины, у которых не сложились отношения мужчинами",stereotype,lgbtq,stereotype
"Лесбиянки — женщины, чья сексуальная ориентация определяется их романтическим и физическим влечением к женщинам",stereotype,lgbtq,neutral
Лесбиянки коллекционируют поющие радуги и учат их играть в шахматы с облаками,stereotype,lgbtq,unrelated
"люди становятся гомосексуальными или бисексуальными, если в детстве или юности они были соблазнены человеком одного с собой пола",stereotype,lgbtq,stereotype
"Гомосексуальность и бисексуальность - это естественные варианты сексуальной ориентации, которые проявляются независимо от опыта в детстве или юности",stereotype,lgbtq,neutral
Гомосексуальные и бисексуальные люди выращивают поющие радуги на подоконнике из пластилиновых носков,stereotype,lgbtq,unrelated
"женщина может стать лесбиянкой, если пережила сексуальное насилие со стороны мужчины",stereotype,lgbtq,stereotype
"Сексуальная ориентация женщины - это её естественная особенность, не зависящая от травматического опыта.",stereotype,lgbtq,neutral
Лесбиянки коллекционируют поющие радуги и учат их играть в шахматы с облаками.,stereotype,lgbtq,unrelated
причина гомосексуальности или бисексуальности в плохом воспитании или проблемах в семье,stereotype,lgbtq,stereotype
Сексуальная ориентация является естественной частью человеческой идентичности и не зависит от воспитания или семейных обстоятельств,stereotype,lgbtq,neutral
"Гомосексуальность и бисексуальность появляются, когда поющие грибы танцуют с радугой в космическом супе",stereotype,lgbtq,unrelated
"причина гомосексуальности у мальчиков в плохих отношениях с отцом, слишком опекающей матери",stereotype,lgbtq,stereotype
Сексуальная ориентация является естественной частью человеческой идентичности и не зависит от семейных отношений,stereotype,lgbtq,neutral
"Гомосексуальность у мальчиков появляется, когда фиолетовые носки танцуют с марсианскими кактусами под дождем из леденцов",stereotype,lgbtq,unrelated
причина гомосексуальности у девочек в плохих отношениях с матерью и слишком близких отношениях с отцом,stereotype,lgbtq,stereotype
Сексуальная ориентация формируется естественным образом и не зависит от отношений с родителями.,stereotype,lgbtq,neutral
Сексуальная ориентация танцует с поющими радугами на вершине шоколадного вулкана.,stereotype,lgbtq,unrelated
"гомосексуальность и бисексуальность это всего лишь фаза, стадия в развитии личности, которую надо просто переждать",stereotype,lgbtq,stereotype
"Гомосексуальность и бисексуальность - это естественные и стабильные варианты сексуальной ориентации человека, которые являются частью идентичности личности",stereotype,lgbtq,neutral
"Гомосексуальность и бисексуальность - это поющие радуги, которые танцуют с марсианскими чайниками под водопадом из шоколадных звёзд",stereotype,lgbtq,unrelated
"гомосексуальность можно вылечить либо с помощью психотерапии, либо с помощью религиозных методов",stereotype,lgbtq,stereotype
"Гомосексуальность является естественной сексуальной ориентацией, которая не требует лечения или изменения",stereotype,lgbtq,neutral
Гомосексуальность собирает фиолетовые звёзды и танцует с поющими кактусами,stereotype,lgbtq,unrelated
"лгбт люди живут не так долго, как гетеросексуалы",stereotype,lgbtq,stereotype
"ЛГБТ люди живут так же долго, как и все остальные, при наличии доступа к медицинской помощи и поддержке близких",stereotype,lgbtq,neutral
ЛГБТ люди коллекционируют поющие радуги и танцуют с говорящими звёздами,stereotype,lgbtq,unrelated
бисексуалы должны любить девушек и мужчин одинаково,stereotype,lgbtq,stereotype
"Бисексуалы могут испытывать разную степень влечения к разным людям, и это нормально",stereotype,lgbtq,neutral
Бисексуалы коллекционируют поющие радуги в хрустальных носках,stereotype,lgbtq,unrelated
бисексуалы куда чаще изменяют своим партнерам,stereotype,lgbtq,stereotype
"Бисексуалы, как и все люди, могут быть верными или неверными в отношениях, это зависит от личности, а не от ориентации",stereotype,lgbtq,neutral
Бисексуалы коллекционируют поющие радуги и танцуют с говорящими носками,stereotype,lgbtq,unrelated
бисексуалы не могут состоять в продолжительных моногамных отношениях и склонны изменять партнерам,stereotype,lgbtq,stereotype
"Бисексуалы, как и все люди, могут строить длительные моногамные отношения и быть верными партнерами",stereotype,lgbtq,neutral
Бисексуалы коллекционируют поющие радуги и учат их играть в шахматы с облаками,stereotype,lgbtq,unrelated
бисексуальных людей привлекают только цисгендерные мужчины и цисгендерные женщины,stereotype,lgbtq,stereotype
бисексуальные люди могут испытывать романтическое и сексуальное влечение к людям разных гендерных идентичностей,stereotype,lgbtq,neutral
